ID3	1	chr1	-	23884409	23886285	23884906,23885510,	23885426,23885618,
MDS2	0	chr1	+	23953824	23967058	23954027,23954488,23955087,23956047,23965741,23966285,	23954271,23954997,23955971,23965599,23966170,23966879,
RPL11	0	chr1	+	24018269	24022915	24018319,24019249,24020403,24021281,24022398,	24019099,24020297,24021150,24022288,24022834,
TCEB3	1	chr1	+	24069962	24086383	24070068,24075567,24076438,24078520,24079008,24080745,24080950,24082513,24082875,24083615,	24075511,24076332,24077335,24078897,24080590,24080853,24082333,24082764,24083443,24086002,
PITHD1	0	chr1	+	24104895	24114722	24105203,24105971,24106431,24112269,24112913,	24105928,24106354,24112165,24112805,24113765,
LYPLA2	1	chr1	+	24117460	24122029	24117740,24119250,24119529,24119706,24120242,24120420,24120626,24120815,24121090,	24119147,24119498,24119641,24120195,24120350,24120553,24120714,24120917,24121172,
GALE	1	chr1	-	24122089	24127294	24122497,24122755,24123076,24123272,24123432,24123637,24124361,24124720,24125220,24125502,24125926,	24122641,24122999,24123187,24123366,24123524,24124185,24124607,24125105,24125377,24125856,24127202,
HMGCL	1	chr1	-	24128375	24151949	24129054,24131015,24134813,24137289,24140828,24143260,24144073,24147083,	24130890,24134625,24137226,24140680,24143165,24143966,24147000,24151846,
FUCA1	1	chr1	-	24171567	24194784	24172345,24172663,24175329,24181050,24186393,24189761,24192115,	24172564,24175139,24180850,24186288,24189624,24191981,24194388,
CNR2	1	chr1	-	24197016	24239852	24202152,	24239736,
PNRC2	1	chr1	+	24286302	24289952	24286488,24287624,	24287419,24287930,
SRSF10	1	chr1	-	24296854	24306809	24297929,24298116,24298502,24301567,24305307,	24298063,24298340,24301464,24305203,24306681,
MYOM3	1	chr1	-	24382527	24438665	24384117,24385469,24387572,24387799,24388599,24389724,24390020,24390649,24392491,24393578,24394519,24394857,24397743,24398503,24400759,24401965,24402763,24406684,24407946,24408678,24409204,24411129,24413317,24416155,24416608,24417486,24418805,24419598,24421480,24421976,24424501,24426265,24432567,24433722,24434563,24435144,	24385414,24387550,24387763,24388436,24389616,24389982,24390562,24392381,24393511,24394460,24394713,24397607,24398459,24400650,24401809,24402649,24406506,24407820,24408491,24409083,24410958,24413134,24416028,24416555,24417287,24418664,24419437,24421343,24421932,24424413,24426170,24432410,24433563,24434483,24434966,24438521,
IL22RA1	1	chr1	-	24446261	24469611	24448227,24449913,24454769,24460876,24463799,24465204,	24449792,24454631,24460701,24463621,24465072,24469530,
GRHL3	1	chr1	+	24645812	24681808	24646058,24658102,24661196,24663317,24663641,24664279,24664593,24666252,24668763,24669262,24669515,24671421,24673131,24674043,24676612,	24657916,24661135,24662972,24663568,24664126,24664482,24666158,24668605,24669184,24669382,24671387,24673043,24673958,24676548,24680864,
STPG1	0	chr1	-	24683495	24740215	24685109,24687531,24696329,24700300,24706313,24710493,24727946,	24687341,24696164,24700192,24706143,24710392,24727809,24740164,
RCAN3	1	chr1	+	24828841	24863509	24828953,24841057,24857881,24859744,	24840804,24857708,24859573,24861583,
SRRM1	0	chr1	+	24969503	24999758	24969838,24972564,24973280,24975520,24976577,24978103,24979119,24979523,24981620,24987290,24987887,24989295,24993416,24996078,24996806,24998086,	24972475,24973158,24975350,24976462,24977900,24978925,24979404,24981346,24987210,24987801,24989151,24993306,24995614,24996611,24997877,24998673,
RUNX3	1	chr1	-	25226009	25256368	25229157,25233908,25245835,25254221,	25233750,25245731,25254065,25256078,
SYF2	0	chr1	-	25549170	25558984	25549922,25551591,25554023,25554726,25555614,25558702,	25551493,25553933,25554609,25555489,25558595,25558935,
RSRP1	0	chr1	-	25568728	25574010	25569196,25570124,25571792,25573520,	25570041,25571641,25572935,25573800,
RHD	1	chr1	+	25598884	25656936	25599186,25611250,25617282,25627584,25628177,25629950,25633220,25643570,25648453,	25611064,25617132,25627437,25628011,25629813,25633087,25643491,25648380,25655389,
TMEM50A	1	chr1	+	25664408	25688852	25664947,25667070,25669564,25678184,25679465,25683344,	25666965,25669452,25678117,25679373,25683284,25687151,
LDLRAP1	1	chr1	+	25870071	25895377	25870277,25880555,25881463,25883758,25889207,25889644,25890282,25891698,	25880413,25881351,25883644,25889135,25889561,25890152,25891664,25893339,
SEPN1	1	chr1	+	26126667	26144715	26126904,26127651,26128608,26131766,26135280,26135641,26136311,26138026,26138370,26139283,26140484,26140669,	26127534,26128507,26131633,26135071,26135517,26136174,26137945,26138182,26139178,26140372,26140568,26142039,
RP1-317E23.6	1	chr1	+	26140464	26150235	26140484,26140669,26149619,	26140568,26149510,26150135,
MTFR1L	1	chr1	+	26146397	26159432	26146520,26149619,26150239,26152902,26153317,26156321,	26149510,26150135,26152793,26153106,26156000,26158412,
AUNIP	0	chr1	-	26160497	26185903	26162337,26164045,	26163904,26185771,
PAQR7	1	chr1	-	26187701	26197744	26190352,	26197100,
STMN1	1	chr1	-	26226593	26232957	26227578,26228173,26230304,26231229,	26227982,26230132,26231155,26232880,
PAFAH2	1	chr1	-	26286258	26324648	26288574,26299203,26301141,26303264,26308968,26310578,26311019,26314818,26316092,26317354,	26299049,26300971,26303173,26308855,26310437,26310951,26314722,26315939,26317218,26324516,
EXTL1	1	chr1	+	26348271	26362955	26349916,26355777,26356198,26357086,26357755,26358057,26358976,26359806,26360347,26361495,	26355684,26356091,26356967,26357623,26357951,26358887,26359720,26360187,26361327,26361656,
SLC30A2	1	chr1	-	26364513	26372624	26365796,26366402,26368296,26369199,26370042,26370935,26371708,	26366268,26368191,26369040,26369889,26370789,26371488,26372338,
TRIM63	1	chr1	-	26377795	26394124	26378374,26380455,26383818,26384141,26385114,26386852,26387825,26392931,	26380384,26383694,26384119,26384881,26386757,26387657,26392759,26393827,
PDIK1L	1	chr1	+	26437656	26452021	26437911,26441084,	26440783,26448328,
FAM110D	1	chr1	+	26485511	26490453	26485617,	26487703,
RP11-96L14.8	0	chr1	-	26490652	26495072	26490946,26492414,26492609,	26492317,26492526,26494907,
RP11-96L14.7	0	chr1	-	26496007	26498312	26497089,26497826,	26497647,26498108,
ZNF593	0	chr1	+	26496362	26498551	26496674,26496971,	26496909,26497066,
CNKSR1	1	chr1	+	26503894	26516377	26504090,26507101,26507387,26508432,26508893,26509075,26509747,26509905,26510321,26510632,26510778,26510998,26511103,26511677,26513732,26513973,26514798,26514994,26515188,26515444,	26506944,26507206,26508348,26508852,26508971,26509688,26509837,26510220,26510562,26510705,26510892,26511076,26511505,26513659,26513902,26514725,26514933,26515089,26515263,26515770,
CATSPER4	1	chr1	+	26517052	26529459	26517331,26517921,26520379,26524274,26524568,26524910,26526549,26527532,26528010,	26517778,26520278,26524177,26524448,26524777,26526375,26527321,26527845,26528980,
CEP85	1	chr1	+	26560693	26605299	26560801,26566329,26570809,26582356,26584221,26584751,26586293,26595126,26596105,26597598,26598562,26601562,26603251,	26566253,26570657,26581662,26584088,26584634,26586108,26594974,26595951,26597505,26598512,26601455,26603026,26603624,
UBXN11	0	chr1	-	26608775	26633136	26609060,26609280,26609428,26610736,26610973,26612032,26612528,26620822,26623486,26623972,26624553,26627515,26628213,26629409,26629658,	26609140,26609355,26610633,26610853,26611955,26612314,26620696,26623410,26623918,26624453,26627417,26628185,26629304,26629534,26633083,
CD52	0	chr1	+	26644448	26647014	26644562,	26646662,
AIM1L	1	chr1	-	26648350	26680621	26648547,26648814,26650801,26654823,26655364,26658109,26662698,26662861,26663223,26663471,26663870,26664165,26664538,26664968,26665920,26669374,26669650,26669784,26673203,	26648655,26650643,26654700,26655225,26657980,26662586,26662829,26663097,26663332,26663744,26664029,26664503,26664842,26665781,26669245,26669538,26669737,26670236,26680527,
ZNF683	1	chr1	-	26688128	26699226	26688513,26689645,26691717,26694288,26695076,	26689517,26691023,26694084,26694949,26699160,
DHDDS	0	chr1	+	26758846	26797785	26758867,26759499,26764775,26769364,26772923,26774151,26784396,26786635,	26759382,26764659,26769222,26772807,26774050,26784282,26786528,26795383,
HMGN2	1	chr1	+	26799006	26802461	26799053,26799118,26800018,26800223,26800626,26801158,	26799099,26799974,26800194,26800576,26801063,26801604,
ARID1A	1	chr1	+	27022524	27108595	27024031,27056354,27058095,27059283,27087587,27087964,27088810,27089776,27092857,27093057,27094490,27097817,27099123,27099478,27099987,27100208,27100389,27101711,27102198,	27056142,27057643,27059167,27087347,27087875,27088643,27089464,27092712,27092948,27094281,27097610,27098991,27099303,27099837,27100071,27100293,27100820,27102068,27105514,
PIGV	0	chr1	+	27114486	27124889	27114759,27117384,27121725,	27117250,27120604,27124054,
ZDHHC18	1	chr1	+	27153201	27184092	27153630,27159098,27175248,27176929,27177097,27177722,27179356,	27158938,27175099,27176792,27177049,27177620,27179244,27180217,
GPN2	0	chr1	-	27202624	27216788	27206240,27210781,27212624,27215616,	27210651,27212464,27215460,27216177,
GPATCH3	0	chr1	-	27216980	27226957	27217717,27219029,27219282,27219939,27220901,27224216,	27218902,27219161,27219880,27220727,27223792,27226483,
NR0B2	1	chr1	-	27237980	27240457	27238577,	27239900,
KDF1	0	chr1	-	27276053	27286897	27276642,27277247,27278903,	27277173,27277833,27286841,
TRNP1	0	chr1	+	27320198	27327389	27321103,	27326338,
FAM46B	1	chr1	-	27331511	27339327	27333448,	27338898,
SLC9A1	1	chr1	-	27425306	27481401	27427135,27427766,27428317,27428621,27429049,27429234,27429803,27432578,27434356,27436268,27440777,	27427694,27428216,27428507,27428876,27429164,27429714,27432376,27434139,27436018,27440317,27480474,
WDTC1	1	chr1	+	27561159	27634735	27561442,27587593,27589726,27608776,27609940,27614352,27618888,27620607,27621120,27622892,27623647,27624602,27627952,27630286,27631684,	27587447,27589643,27608730,27609829,27614165,27618706,27620513,27621005,27622817,27623542,27624429,27627717,27630112,27631492,27632677,
SYTL1	1	chr1	+	27668513	27680423	27668641,27672016,27674060,27674371,27674503,27675643,27675989,27676256,27676623,27676976,27677443,27677827,27678046,27679979,	27671788,27673912,27674299,27674458,27675607,27675889,27676143,27676463,27676880,27677285,27677749,27677947,27679774,27680204,
MAP3K6	1	chr1	-	27681680	27693383	27681960,27682236,27682590,27682991,27683240,27683605,27684067,27684367,27684810,27685102,27685357,27686013,27686485,27686859,27687329,27687499,27687743,27687886,27688118,27688358,27688741,27689244,27689512,27690039,27690576,27690885,27691175,27691403,27693174,	27682160,27682517,27682879,27683081,27683500,27683891,27684202,27684672,27684910,27685200,27685908,27686349,27686732,27687196,27687412,27687648,27687837,27688011,27688196,27688582,27689132,27689342,27689933,27690408,27690695,27691152,27691264,27692749,27693230,
FCN3	1	chr1	-	27695603	27701315	27695968,27697221,27697463,27699754,27700011,27700500,27700942,	27697087,27697334,27699627,27699979,27700456,27700847,27701219,
CD164L2	1	chr1	-	27705666	27709793	27706685,27708314,27708889,27709019,27709043,27709157,	27708270,27708818,27708990,27709021,27709045,27709642,
GPR3	1	chr1	+	27719148	27722318	27719241,	27720298,
FGR	1	chr1	-	27938575	27961788	27939633,27939861,27941094,27941437,27942124,27942355,27943517,27943807,27948168,27949655,27950440,27951662,	27939730,27940941,27941361,27941945,27942200,27943368,27943704,27948070,27949553,27950202,27951600,27961576,
IFI6	0	chr1	-	27992575	27998689	27992986,27994886,27995046,27995857,	27994737,27994969,27995732,27998634,
FAM76A	1	chr1	+	28052490	28089633	28052672,28054047,28059168,28060694,28071322,28075665,28081841,28086138,	28053983,28059114,28060542,28071165,28075579,28081706,28086037,28087006,
STX12	1	chr1	+	28099694	28150963	28099936,28116142,28120143,28128326,28136800,28138779,28144434,28146243,	28116073,28120044,28128189,28136757,28138674,28144362,28146161,28148742,
PPP1R8	1	chr1	+	28157289	28178187	28157402,28159327,28165363,28167745,28169841,28173603,	28159267,28165210,28167525,28169697,28173539,28176604,
THEMIS2	1	chr1	+	28199079	28213184	28199176,28203239,28206565,28209554,28211962,	28203099,28206155,28208482,28211806,28212378,
RPA2	1	chr1	-	28218035	28241254	28218758,28220617,28220908,28223632,28224218,28233552,28233793,28240680,	28220523,28220801,28223516,28224144,28233439,28233692,28240574,28240945,
SMPDL3B	1	chr1	+	28261504	28285668	28261755,28271956,28275673,28279869,28281037,28282375,28282593,	28271743,28275576,28279726,28280865,28282195,28282460,28284987,
XKR8	1	chr1	+	28285973	28294607	28286873,28290204,	28290008,28293014,
PTAFR	1	chr1	-	28473677	28503699	28477570,	28503103,
DNAJC8	0	chr1	-	28526789	28559536	28527881,28530333,28531860,28534924,28536577,28537148,28541507,28555534,	28530258,28531769,28534853,28536483,28537082,28541451,28555433,28559432,
AL353354.1	0	chr1	-	28527013	28527152	28527030,	28527105,
ATPIF1	0	chr1	+	28562644	28564611	28562781,28562963,	28562872,28564348,
SESN2	1	chr1	+	28586038	28609002	28586448,28595759,28598382,28598977,28599304,28600019,28600669,28601526,28605752,	28595694,28598185,28598795,28599092,28599869,28600551,28601336,28605608,28607227,
MED18	0	chr1	+	28655549	28662478	28655691,28657246,	28657108,28660928,
PHACTR4	1	chr1	+	28764682	28823815	28764941,28785769,28786803,28792360,28793279,28800663,28802803,28807116,28815737,28817524,28818299,28819603,	28785596,28786723,28792196,28792893,28800066,28802619,28806963,28815682,28817463,28818162,28819527,28823046,
TRNAU1AP	1	chr1	+	28879597	28905057	28879649,28880249,28887244,28887910,28891346,28893925,28897850,28898412,	28880152,28887145,28887858,28891215,28893806,28897688,28898379,28904012,
RAB42	1	chr1	+	28918712	28921955	28918911,	28920206,
GMEB1	1	chr1	+	28995292	29041385	28995351,29010252,29016698,29018221,29019557,29023596,29029081,29030841,29037154,	29010095,29016586,29018097,29019454,29023439,29028950,29030704,29037032,29040585,
YTHDF2	1	chr1	+	29063133	29096286	29063321,29063659,29064194,29064850,29070498,	29063559,29064170,29064771,29068915,29095441,
OPRD1	1	chr1	+	29138654	29197779	29139122,29185815,	29185466,29189254,
TMEM200B	1	chr1	-	29445940	29450447	29448360,	29450368,
MECR	0	chr1	-	29520329	29557444	29520691,29522525,29522770,29527101,29528557,29529745,29533417,29542648,29543197,	29522453,29522710,29527028,29528455,29529643,29533274,29542517,29543100,29557243,
LAPTM5	0	chr1	-	31205316	31230667	31206764,31208112,31210546,31211909,31212784,31214563,31215396,	31208020,31210451,31211787,31212656,31214487,31215303,31230506,
SDC3	1	chr1	-	31345982	31381608	31346224,31347435,31350012,31351587,	31347144,31349399,31351470,31381296,
NKAIN1	1	chr1	-	31652592	31712401	31654559,31654788,31655437,31656861,31658174,31661034,	31654707,31655377,31656664,31658094,31660897,31712341,
SNRNP40	1	chr1	-	31732415	31769617	31732968,31734479,31740779,31742087,31744346,31754343,31762266,31764853,31766195,	31734376,31740718,31742005,31744226,31754221,31762101,31764760,31766066,31769458,
ZCCHC17	0	chr1	+	31769842	31837783	31769922,31783011,31792013,31810122,31811895,31819587,31821821,	31782891,31791956,31810022,31811804,31819487,31821676,31836879,
FABP3	1	chr1	-	31838472	31845923	31838786,31840341,31842404,	31840240,31842232,31845789,
SERINC2	1	chr1	+	31885963	31907525	31886151,31896701,31897720,31898256,31898760,31899670,31901915,31902385,31906032,	31896540,31897530,31898177,31898623,31899501,31901825,31902244,31905814,31906911,
TINAGL1	1	chr1	+	32042136	32053287	32042196,32043059,32044868,32048842,32049176,32050402,32050637,32050941,32051086,32051477,32052356,	32042735,32044805,32048750,32049062,32050279,32050487,32050752,32051041,32051354,32052311,32052440,
HCRTR1	1	chr1	+	32083301	32092919	32083515,32084992,32085311,32086687,32087193,32089350,32090719,	32084622,32085133,32086444,32087078,32089124,32090598,32092391,
PEF1	1	chr1	-	32095463	32110488	32096443,32098239,32098915,32101123,	32098096,32098760,32100823,32110442,
COL16A1	1	chr1	-	32117848	32169920	32118454,32119277,32119644,32120459,32121103,32122045,32122669,32124178,32124565,32126239,32126720,32127059,32127305,32127988,32128259,32130835,32131219,32131536,32131682,32133229,32133819,32134456,32136247,32137260,32138103,32138238,32138441,32140640,32140912,32145286,32145452,32145702,32146532,32146668,32148603,32148848,32148970,32149349,32149604,32149832,32150231,32150457,32151371,32151736,32151880,32154103,32154572,32154686,32155452,32155994,32156174,32156827,32157113,32157243,32157668,32158110,32158243,32158409,32158755,32159771,32160822,32161388,32161742,32162689,32162901,32163773,32164207,32165531,32165716,32167828,	32119200,32119468,32120393,32120915,32122001,32122634,32124089,32124515,32126186,32126667,32127015,32127261,32127935,32128188,32130773,32131184,32131483,32131638,32133176,32133766,32134403,32136203,32137216,32138017,32138197,32138325,32140608,32140859,32145233,32145405,32145643,32146506,32146624,32148535,32148795,32148935,32149308,32149551,32149710,32150124,32150422,32151240,32151692,32151845,32154068,32154462,32154651,32155342,32155968,32156130,32156789,32157018,32157199,32157606,32158075,32158199,32158368,32158693,32159745,32160787,32161362,32161689,32162564,32162821,32163507,32164084,32165414,32165642,32167722,32169438,
ADGRB2	0	chr1	-	32192796	32222860	32193206,32193682,32193878,32194234,32197020,32197755,32198213,32198744,32201266,32201494,32201991,32202324,32203132,32203356,32203927,32204231,32204538,32205236,32205635,32205779,32206142,32207080,32207326,32207568,32207818,32208603,32209958,32210332,32222416,	32193626,32193783,32194199,32196401,32197716,32198118,32198573,32201181,32201428,32201922,32202174,32203030,32203253,32203801,32204188,32204433,32204909,32205527,32205711,32205948,32206974,32207225,32207401,32207654,32208439,32209794,32210249,32221600,32222802,
SPOCD1	1	chr1	-	32256025	32281652	32256892,32258002,32258368,32259029,32259498,32259836,32262316,32263924,32264202,32265086,32265464,32265742,32266218,32267306,32280973,	32257816,32258279,32258879,32259348,32259725,32262191,32263808,32264043,32265002,32265410,32265617,32266042,32267265,32279552,32281562,
TMEM39B	1	chr1	+	32538503	32568462	32538652,32540678,32541423,32542447,32542919,32557612,32560572,32566163,	32540552,32541204,32542364,32542765,32557276,32560385,32566043,32568032,
TXLNA	1	chr1	+	32645287	32663886	32645377,32646115,32647178,32650217,32653725,32655850,32658031,32658332,32658901,32659761,	32645915,32646843,32650126,32653555,32655656,32657912,32658258,32658809,32659666,32660503,
CCDC28B	1	chr1	+	32665987	32670988	32666310,32667700,32669646,32669980,32670221,	32667514,32669480,32669787,32670199,32670795,
IQCC	0	chr1	+	32671262	32674288	32671324,32671898,32672362,32672721,	32671755,32672110,32672603,32672841,
DCDC2B	1	chr1	+	32674695	32681797	32674960,32676924,32677438,32677802,32678237,32678394,32680533,32681144,	32676873,32677362,32677671,32678091,32678355,32680398,32681041,32681403,
TMEM234	0	chr1	-	32681798	32687926	32682548,32682952,32686798,32687619,	32682860,32686732,32687468,32687908,
EIF3I	1	chr1	+	32687971	32697205	32688045,32688231,32689722,32690076,32691921,32692131,32694210,32694417,32694809,32696620,	32688139,32689635,32690011,32691772,32692004,32694100,32694328,32694736,32696528,32696716,
FAM167B	1	chr1	+	32712834	32714457	32713283,	32713972,
LCK	1	chr1	+	32716840	32751766	32716972,32740035,32740419,32740684,32741020,32741273,32741664,32742090,32742387,32745348,32745595,32745811,	32739926,32740338,32740594,32740922,32741170,32741515,32741938,32742208,32745272,32745442,32745680,32751115,
MARCKSL1	0	chr1	-	32799433	32801980	32800698,	32801548,
FAM229A	0	chr1	-	32826871	32827844	32827136,32827477,	32827331,32827559,
TSSK3	1	chr1	+	32827798	32829913	32828447,	32829196,
BSDC1	0	chr1	-	32830704	32860049	32832255,32834151,32842342,32843649,32843884,32844440,32846869,32849598,32852496,32859741,	32834048,32841863,32843571,32843816,32844325,32846815,32849431,32852380,32859681,32860005,
ZBTB8B	1	chr1	+	32930670	32962287	32930706,32937216,32946670,	32936185,32946492,32950702,
ZBTB8OS	0	chr1	-	33086421	33116185	33087549,33093145,33097480,33099328,33099673,33100393,	33093109,33097428,33099246,33099552,33100369,33116034,
RBBP4	1	chr1	+	33116749	33151812	33116923,33117662,33123173,33133999,33134455,33134733,33134958,33135164,33138127,33138300,33138502,	33117515,33123028,33133826,33134340,33134573,33134832,33135087,33138051,33138243,33138392,33145241,
KIAA1522	0	chr1	+	33207486	33240571	33207790,33233558,33233718,33234376,33235387,33238042,	33233388,33233663,33234253,33235274,33235481,33238466,
YARS	0	chr1	-	33240840	33283754	33241692,33245124,33245879,33246746,33248140,33252048,33252676,33256855,33263444,33272212,33276367,33276658,	33244983,33245686,33246649,33248005,33251963,33252541,33256763,33263364,33272083,33276192,33276512,33282789,
FNDC5	1	chr1	-	33327869	33336414	33329900,33330398,33333443,33333989,33334598,	33330265,33333354,33333791,33334483,33336254,
HPCA	1	chr1	+	33352036	33360247	33352116,33354877,33359230,	33354479,33359125,33359366,
TMEM54	1	chr1	-	33360196	33366959	33360480,33361040,33361344,33361570,33363920,	33360906,33361156,33361511,33363727,33366824,
AK2	0	chr1	-	33478645	33502593	33479003,33480195,33487062,33487304,33490168,	33480123,33486968,33487194,33490043,33502337,
TRIM62	1	chr1	-	33611003	33647267	33613328,33623969,33625545,33631167,	33623854,33625289,33631072,33646626,
ZNF362	1	chr1	+	33722174	33766320	33722255,33736213,33741764,33742195,33746058,33747412,33760616,33760906,	33736088,33741701,33741949,33745725,33747188,33760538,33760748,33764531,
A3GALT2	1	chr1	-	33772367	33786699	33773054,33777790,33778191,33778491,	33777653,33778102,33778408,33786677,
HMGB4	1	chr1	+	34326076	34330392	34326491,	34328466,
C1orf94	0	chr1	+	34643271	34684732	34643710,34663514,34666633,34667860,34673835,34678007,	34662826,34666373,34667685,34673758,34677811,34684287,
GJB5	1	chr1	+	35220648	35224113	35220796,	35222908,
GJB4	1	chr1	+	35225342	35229325	35225389,	35226534,
GJB3	1	chr1	+	35246790	35251965	35247379,	35250339,
GJA4	1	chr1	+	35258599	35261348	35258669,	35259798,
SMIM12	0	chr1	-	35318270	35325417	35321583,	35325278,
RP11-244H3.4	1	chr1	-	35447134	35497342	35447720,35449548,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,	35449368,35457835,35469569,35470733,35472552,35474353,35476048,35476359,35477491,35478032,35480298,35480589,35484954,35485984,35496148,35497232,
ZMYM6NB	0	chr1	-	35447136	35450954	35447720,35449548,	35449368,35450799,
ZMYM6	1	chr1	-	35452581	35497569	35454536,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,	35457835,35469569,35470733,35472552,35474353,35476048,35476359,35477491,35478032,35480298,35480589,35484954,35485984,35496148,35497416,
ZMYM1	0	chr1	+	35525387	35581457	35525526,35544820,35559684,35561492,35563167,35570070,35570370,35576048,35577513,35577731,	35544595,35559515,35561420,35562918,35569896,35570158,35575895,35577373,35577688,35578578,
NCDN	0	chr1	+	36023393	36032380	36023484,36023824,36024848,36026895,36028234,36029027,36029510,	36023757,36024708,36025927,36027993,36028803,36029368,36030828,
PSMB2	0	chr1	-	36067185	36107445	36068975,36070883,36075009,36096945,36102033,	36070834,36074847,36096875,36101911,36106943,
C1orf216	0	chr1	-	36179476	36185073	36181927,	36184308,
CLSPN	0	chr1	-	36202006	36235529	36202207,36202676,36203022,36203698,36204183,36204858,36205130,36208842,36209131,36211163,36212593,36213662,36214205,36215132,36215412,36217107,36219537,36226517,36226805,36227671,36228082,36228922,36230315,36230927,	36202515,36202940,36203593,36204056,36204737,36204966,36208742,36209056,36211052,36212367,36213508,36214006,36215068,36215234,36216851,36219346,36225943,36226697,36227599,36228005,36228761,36229867,36230819,36235448,
AGO1	1	chr1	+	36348810	36396129	36349047,36354211,36358278,36358879,36359411,36359772,36360003,36360870,36367194,36367671,36367938,36372720,36379602,36379875,36381143,36383328,36384024,36384855,	36354028,36358158,36358698,36359275,36359638,36359916,36360723,36367075,36367549,36367805,36372536,36379443,36379785,36380949,36383194,36383923,36384656,36385100,
TEKT2	1	chr1	+	36549676	36553876	36549750,36550678,36550889,36551642,36552448,36552646,36552912,36553183,36553408,	36550471,36550764,36551437,36552305,36552532,36552805,36553040,36553329,36553574,
ADPRHL2	0	chr1	+	36554476	36559533	36554716,36556941,36557426,36557695,36558123,	36556845,36557219,36557511,36558023,36558698,
TRAPPC3	1	chr1	-	36602173	36615070	36602923,36603579,36605420,36605767,	36603397,36605321,36605670,36614938,
MAP7D1	1	chr1	+	36621803	36646441	36622064,36636916,36637182,36638228,36639079,36640609,36642182,36642443,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,	36636572,36637114,36638065,36638965,36640499,36641800,36642298,36643474,36644020,36644286,36644522,36644863,36645113,36645267,36645475,36645849,
SH3D21	1	chr1	+	36771994	36786948	36772025,36772356,36772506,36772886,36773208,36773426,36773564,36773810,36774076,36775191,36784765,36784913,36785137,36786399,36786579,	36772199,36772443,36772768,36773118,36773371,36773519,36773710,36773990,36775149,36784672,36784861,36785043,36785276,36786516,36786657,
EVA1B	1	chr1	-	36787632	36789755	36788326,36788668,	36788572,36789494,
LSM10	0	chr1	-	36859031	36863493	36859754,	36863368,
OSCP1	0	chr1	-	36883507	36916052	36883856,36884655,36886216,36887820,36888497,36889067,36897483,36898190,36904511,	36884592,36886077,36887751,36888369,36888964,36897403,36898023,36904357,36915859,
MRPS15	0	chr1	-	36921319	36930038	36921526,36921979,36923582,36926377,36926913,36927764,36929451,	36921788,36923524,36926293,36926865,36927689,36929407,36929747,
CSF3R	1	chr1	-	36931644	36948879	36932428,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,	36932831,36933159,36933423,36933676,36934757,36935253,36937034,36937667,36937839,36938118,36939036,36939365,36940978,36945034,36947079,36948412,
ZC3H12A	1	chr1	+	37940153	37949980	37940230,37941540,37946030,37947436,37948141,	37941060,37945891,37947202,37948035,37948338,
MEAF6	0	chr1	-	37958176	37980364	37959708,37961519,37962337,37967597,37974924,37975143,37979139,	37961486,37962308,37967405,37974879,37975056,37979024,37980258,
DNALI1	0	chr1	+	38022520	38032458	38022676,38023349,38025097,38027336,38027846,	38023204,38024928,38027158,38027682,38030627,
GNL2	0	chr1	-	38032417	38061522	38032608,38033365,38033958,38034903,38040057,38040424,38041300,38042157,38047937,38048537,38049534,38053096,38056446,38058407,38059447,	38033274,38033876,38034452,38039944,38040266,38041196,38042029,38047824,38048379,38049468,38052912,38056307,38058313,38059363,38061360,
RSPO1	1	chr1	-	38077240	38100595	38077349,38078593,38079564,38080005,38082347,38095621,38098025,	38077421,38079376,38079856,38082156,38095240,38097959,38100238,
C1orf109	0	chr1	-	38147242	38156192	38148832,38149109,38152124,38155555,	38148991,38151945,38155278,38156006,
CDCA8	0	chr1	+	38158090	38175391	38158456,38158705,38161622,38164649,38166193,38167490,38169019,38171239,38172736,	38158577,38161582,38164577,38166108,38167426,38168924,38171113,38172650,38173994,
EPHA10	1	chr1	-	38181646	38230738	38184158,38184488,38185279,38185730,38186226,38186516,38187517,38188838,38189044,38192882,38197254,38201062,38218898,38220042,38227755,38228521,	38184333,38185086,38185581,38186023,38186455,38187332,38188713,38188983,38192774,38197083,38200929,38218548,38219887,38227077,38228457,38230633,
MANEAL	1	chr1	+	38259474	38266805	38260404,38261518,38262492,	38261409,38262416,38265239,
C1orf122	0	chr1	+	38273818	38275126	38274111,38274404,	38274203,38274650,
MTF1	1	chr1	-	38275239	38325292	38281238,38283154,38288388,38289484,38297994,38300887,38301416,38304428,38305830,38323381,	38283091,38287793,38289382,38297917,38300751,38301343,38304297,38305592,38322923,38325203,
AL929472.1	0	chr1	-	38292232	38293886	38292262,	38293873,
SF3A3	1	chr1	-	38422647	38456593	38423935,38425847,38433806,38435136,38435407,38442625,38444499,38444727,38445205,38446396,38447483,38449932,38450451,38453350,38453508,38455267,	38425792,38433716,38435026,38435243,38442556,38444392,38444660,38445137,38446258,38447401,38449841,38450379,38453245,38453456,38455220,38455542,
FHL3	1	chr1	-	38462442	38471177	38463231,38463542,38463804,38464820,38465104,	38463356,38463635,38464646,38464929,38471029,
