name,file,core_dataset,mean,max,N50,cuts
gadus_morhua/,https://ftp.ensembl.org/pub/release-106/fasta/gadus_morhua/dna/Gadus_morhua.gadMor3.0.dna.primary_assembly.1.fa.gz,gadus_morhua_core_106_3/,30875876.0,30875876.0,30875876.0,0.0
gallus_gallus/,https://ftp.ensembl.org/pub/release-106/fasta/gallus_gallus/dna/Gallus_gallus.GRCg6a.dna.toplevel.fa.gz,gallus_gallus_core_106_6/,754529.7233738385,65778364.0,18696688.0,935.0
gambusia_affinis/,https://ftp.ensembl.org/pub/release-106/fasta/gambusia_affinis/dna/Gambusia_affinis.ASM309773v1.dna.toplevel.fa.gz,gambusia_affinis_core_106_1/,203419.42473666326,24339338.0,6651460.0,0.0
gasterosteus_aculeatus/,https://ftp.ensembl.org/pub/release-106/fasta/gasterosteus_aculeatus/dna/Gasterosteus_aculeatus.BROADS1.dna.toplevel.fa.gz,gasterosteus_aculeatus_core_106_1/,26320.773986327204,698233.0,83203.0,15124.0
geospiza_fortis/,https://ftp.ensembl.org/pub/release-106/fasta/geospiza_fortis/dna/Geospiza_fortis.GeoFor_1.0.dna.toplevel.fa.gz,geospiza_fortis_core_106_1/,39109.07819670326,30495534.0,5255844.0,0.0
gopherus_agassizii/,https://ftp.ensembl.org/pub/release-106/fasta/gopherus_agassizii/dna/Gopherus_agassizii.ASM289641v1.dna.toplevel.fa.gz,gopherus_agassizii_core_106_1/,12662.139210357038,1743037.0,228109.0,0.0
gopherus_evgoodei/,https://ftp.ensembl.org/pub/release-106/fasta/gopherus_evgoodei/dna/Gopherus_evgoodei.rGopEvg1_v1.p.dna.primary_assembly.1.fa.gz,gopherus_evgoodei_core_106_1/,370335144.0,370335144.0,370335144.0,0.0
gorilla_gorilla/,https://ftp.ensembl.org/pub/release-106/fasta/gorilla_gorilla/dna/Gorilla_gorilla.gorGor4.dna.toplevel.fa.gz,gorilla_gorilla_core_106_4/,17149.49793950795,600781.0,52935.0,129394.0
gouania_willdenowi/,https://ftp.ensembl.org/pub/release-106/fasta/gouania_willdenowi/dna/Gouania_willdenowi.fGouWil2.1.dna.primary_assembly.1.fa.gz,gouania_willdenowi_core_106_21/,45933286.0,45933286.0,45933286.0,0.0
haplochromis_burtoni/,https://ftp.ensembl.org/pub/release-106/fasta/haplochromis_burtoni/dna/Haplochromis_burtoni.AstBur1.0.dna.toplevel.fa.gz,haplochromis_burtoni_core_106_1/,103913.45419322584,7036168.0,1194190.0,0.0
heterocephalus_glaber_female/,https://ftp.ensembl.org/pub/release-106/fasta/heterocephalus_glaber_female/dna/Heterocephalus_glaber_female.HetGla_female_1.0.dna.toplevel.fa.gz,heterocephalus_glaber_female_core_106_1/,20188.363584031817,642148.0,47777.0,110424.0
heterocephalus_glaber_male/,https://ftp.ensembl.org/pub/release-106/fasta/heterocephalus_glaber_male/dna/Heterocephalus_glaber_male.HetGla_1.0.dna.toplevel.fa.gz,heterocephalus_glaber_male_core_106_1/,8868.1409754335,226066.0,21751.0,234724.0
hippocampus_comes/,https://ftp.ensembl.org/pub/release-106/fasta/hippocampus_comes/dna/Hippocampus_comes.H_comes_QL1_v1.dna.toplevel.fa.gz,hippocampus_comes_core_106_1/,13210.689461433501,9810584.0,2034572.0,0.0
homo_sapiens/,https://ftp.ensembl.org/pub/release-106/fasta/homo_sapiens/dna/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz,homo_sapiens_core_106_38/,3140571.0191897657,141414040.0,58393887.0,744.0
hucho_hucho/,https://ftp.ensembl.org/pub/release-106/fasta/hucho_hucho/dna/Hucho_hucho.ASM331708v1.dna.toplevel.fa.gz,hucho_hucho_core_106_1/,34723.40225296277,4602512.0,287338.0,0.0
ictalurus_punctatus/,https://ftp.ensembl.org/pub/release-106/fasta/ictalurus_punctatus/dna/Ictalurus_punctatus.IpCoco_1.2.dna.primary_assembly.1.fa.gz,ictalurus_punctatus_core_106_12/,37510255.0,37510255.0,37510255.0,0.0
ictidomys_tridecemlineatus/,https://ftp.ensembl.org/pub/release-106/fasta/ictidomys_tridecemlineatus/dna/Ictidomys_tridecemlineatus.SpeTri2.0.dna.toplevel.fa.gz,ictidomys_tridecemlineatus_core_106_3/,15055.953644886604,654474.0,44136.0,141005.0
jaculus_jaculus/,https://ftp.ensembl.org/pub/release-106/fasta/jaculus_jaculus/dna/Jaculus_jaculus.JacJac1.0.dna.toplevel.fa.gz,jaculus_jaculus_core_106_10/,7321.304607513591,197628.0,15676.0,326464.0
junco_hyemalis/,https://ftp.ensembl.org/pub/release-106/fasta/junco_hyemalis/dna/Junco_hyemalis.ASM382977v1.dna.toplevel.fa.gz,junco_hyemalis_core_106_1/,215013.52658739063,152011357.0,71317294.0,0.0
kryptolebias_marmoratus/,https://ftp.ensembl.org/pub/release-106/fasta/kryptolebias_marmoratus/dna/Kryptolebias_marmoratus.ASM164957v1.dna.toplevel.fa.gz,kryptolebias_marmoratus_core_106_1/,221401.49170191993,11911191.0,2229659.0,0.0
labrus_bergylta/,https://ftp.ensembl.org/pub/release-106/fasta/labrus_bergylta/dna/Labrus_bergylta.BallGen_V1.dna.toplevel.fa.gz,labrus_bergylta_core_106_1/,59815.87115698797,9127245.0,794648.0,0.0
larimichthys_crocea/,https://ftp.ensembl.org/pub/release-106/fasta/larimichthys_crocea/dna/Larimichthys_crocea.L_crocea_2.0.dna.primary_assembly.I.fa.gz,larimichthys_crocea_core_106_20/,43682218.0,43682218.0,43682218.0,0.0
lates_calcarifer/,https://ftp.ensembl.org/pub/release-106/fasta/lates_calcarifer/dna/Lates_calcarifer.ASB_HGAPassembly_v1.dna.toplevel.fa.gz,lates_calcarifer_core_106_1/,175588.34541633833,18910200.0,1191366.0,0.0
laticauda_laticaudata/,https://ftp.ensembl.org/pub/release-106/fasta/laticauda_laticaudata/dna/Laticauda_laticaudata.latLat_1.0.dna.toplevel.fa.gz,laticauda_laticaudata_core_106_1/,18647.709643844137,890807.0,39330.0,0.0
latimeria_chalumnae/,https://ftp.ensembl.org/pub/release-106/fasta/latimeria_chalumnae/dna/Latimeria_chalumnae.LatCha1.dna.toplevel.fa.gz,latimeria_chalumnae_core_106_1/,7481.439264089587,157883.0,12671.0,269010.0
lepidothrix_coronata/,https://ftp.ensembl.org/pub/release-106/fasta/lepidothrix_coronata/dna/Lepidothrix_coronata.Lepidothrix_coronata-1.0.dna.toplevel.fa.gz,lepidothrix_coronata_core_106_1/,234080.08109280138,19285141.0,4972619.0,0.0
lepisosteus_oculatus/,https://ftp.ensembl.org/pub/release-106/fasta/lepisosteus_oculatus/dna/Lepisosteus_oculatus.LepOcu1.dna.toplevel.fa.gz,lepisosteus_oculatus_core_106_1/,19233.908163716813,797849.0,68336.0,43274.0
leptobrachium_leishanense/,https://ftp.ensembl.org/pub/release-106/fasta/leptobrachium_leishanense/dna/Leptobrachium_leishanense.ASM966780v1.dna.primary_assembly.1.fa.gz,leptobrachium_leishanense_core_106_1/,565846077.0,565846077.0,565846077.0,0.0
lonchura_striata_domestica/,https://ftp.ensembl.org/pub/release-106/fasta/lonchura_striata_domestica/dna/Lonchura_striata_domestica.LonStrDom1.dna.toplevel.fa.gz,lonchura_striata_domestica_core_106_1/,351748.40942269407,15662897.0,2953339.0,0.0
loxodonta_africana/,https://ftp.ensembl.org/pub/release-106/fasta/loxodonta_africana/dna/Loxodonta_africana.loxAfr3.dna.toplevel.fa.gz,loxodonta_africana_core_106_3/,32529.12340012726,567620.0,69026.0,93514.0
lynx_canadensis/,https://ftp.ensembl.org/pub/release-106/fasta/lynx_canadensis/dna/Lynx_canadensis.mLynCan4_v1.p.dna.primary_assembly.A1.fa.gz,lynx_canadensis_core_106_41/,240012660.0,240012660.0,240012660.0,0.0
macaca_fascicularis/,https://ftp.ensembl.org/pub/release-106/fasta/macaca_fascicularis/dna/Macaca_fascicularis.Macaca_fascicularis_6.0.dna.primary_assembly.1.fa.gz,macaca_fascicularis_core_106_6/,223606306.0,223606306.0,223606306.0,0.0
macaca_mulatta/,https://ftp.ensembl.org/pub/release-106/fasta/macaca_mulatta/dna/Macaca_mulatta.Mmul_10.dna.primary_assembly.1.fa.gz,macaca_mulatta_core_106_10/,223616942.0,223616942.0,223616942.0,0.0
macaca_nemestrina/,https://ftp.ensembl.org/pub/release-106/fasta/macaca_nemestrina/dna/Macaca_nemestrina.Mnem_1.0.dna.toplevel.fa.gz,macaca_nemestrina_core_106_1/,30177.365491138353,1036535.0,106897.0,84324.0
malurus_cyaneus_samueli/,https://ftp.ensembl.org/pub/release-106/fasta/malurus_cyaneus_samueli/dna/Malurus_cyaneus_samueli.mCya_1.0.dna.primary_assembly.1.fa.gz,malurus_cyaneus_samueli_core_106_1/,125327729.0,125327729.0,125327729.0,0.0
manacus_vitellinus/,https://ftp.ensembl.org/pub/release-106/fasta/manacus_vitellinus/dna/Manacus_vitellinus.ASM171598v2.dna.toplevel.fa.gz,manacus_vitellinus_core_106_2/,79213.21318968332,64048455.0,16643792.0,0.0
mandrillus_leucophaeus/,https://ftp.ensembl.org/pub/release-106/fasta/mandrillus_leucophaeus/dna/Mandrillus_leucophaeus.Mleu.le_1.0.dna.toplevel.fa.gz,mandrillus_leucophaeus_core_106_1/,11059.22672166792,376129.0,31347.0,233233.0
marmota_marmota_marmota/,https://ftp.ensembl.org/pub/release-106/fasta/marmota_marmota_marmota/dna/Marmota_marmota_marmota.marMar2.1.dna.toplevel.fa.gz,marmota_marmota_marmota_core_106_21/,172632.0139586055,90267253.0,31340621.0,0.0
mastacembelus_armatus/,https://ftp.ensembl.org/pub/release-106/fasta/mastacembelus_armatus/dna/Mastacembelus_armatus.fMasArm1.2.dna.primary_assembly.1.fa.gz,mastacembelus_armatus_core_106_12/,26083871.0,26083871.0,26083871.0,0.0
maylandia_zebra/,https://ftp.ensembl.org/pub/release-106/fasta/maylandia_zebra/dna/Maylandia_zebra.M_zebra_UMD2a.dna.primary_assembly.LG1.fa.gz,maylandia_zebra_core_106_2/,38676823.0,38676823.0,38676823.0,0.0
meleagris_gallopavo/,https://ftp.ensembl.org/pub/release-106/fasta/meleagris_gallopavo/dna/Meleagris_gallopavo.Turkey_5.1.dna.primary_assembly.1.fa.gz,meleagris_gallopavo_core_106_51/,190651702.0,190651702.0,190651702.0,0.0
melopsittacus_undulatus/,https://ftp.ensembl.org/pub/release-106/fasta/melopsittacus_undulatus/dna/Melopsittacus_undulatus.Melopsittacus_undulatus_6.3.dna.toplevel.fa.gz,melopsittacus_undulatus_core_106_63/,44319.11863398382,39887635.0,10614383.0,0.0
meriones_unguiculatus/,https://ftp.ensembl.org/pub/release-106/fasta/meriones_unguiculatus/dna/Meriones_unguiculatus.MunDraft-v1.0.dna.toplevel.fa.gz,meriones_unguiculatus_core_106_1/,36677.04658904249,6569629.0,374687.0,0.0
mesocricetus_auratus/,https://ftp.ensembl.org/pub/release-106/fasta/mesocricetus_auratus/dna/Mesocricetus_auratus.MesAur1.0.dna.toplevel.fa.gz,mesocricetus_auratus_core_106_10/,8733.439436264198,334474.0,22512.0,216216.0
microcebus_murinus/,https://ftp.ensembl.org/pub/release-106/fasta/microcebus_murinus/dna/Microcebus_murinus.Mmur_3.0.dna.toplevel.fa.gz,microcebus_murinus_core_106_3/,46805.229037130026,2045612.0,210701.0,43305.0
microtus_ochrogaster/,https://ftp.ensembl.org/pub/release-106/fasta/microtus_ochrogaster/dna/Microtus_ochrogaster.MicOch1.0.dna.toplevel.fa.gz,microtus_ochrogaster_core_106_10/,11251.361958794309,252101.0,21251.0,180677.0
mola_mola/,https://ftp.ensembl.org/pub/release-106/fasta/mola_mola/dna/Mola_mola.ASM169857v1.dna.toplevel.fa.gz,mola_mola_core_106_1/,115175.07060518731,32686547.0,8766736.0,0.0
monodelphis_domestica/,https://ftp.ensembl.org/pub/release-106/fasta/monodelphis_domestica/dna/Monodelphis_domestica.ASM229v1.dna.primary_assembly.1.fa.gz,monodelphis_domestica_core_106_1/,748055161.0,748055161.0,748055161.0,0.0
monodon_monoceros/,https://ftp.ensembl.org/pub/release-106/fasta/monodon_monoceros/dna/Monodon_monoceros.NGI_Narwhal_1.dna.toplevel.fa.gz,monodon_monoceros_core_106_1/,337862.15992541594,179923342.0,107566389.0,0.0
monopterus_albus/,https://ftp.ensembl.org/pub/release-106/fasta/monopterus_albus/dna/Monopterus_albus.M_albus_1.0.dna.toplevel.fa.gz,monopterus_albus_core_106_1/,33175.45087770342,11676166.0,2106322.0,0.0
moschus_moschiferus/,https://ftp.ensembl.org/pub/release-106/fasta/moschus_moschiferus/dna/Moschus_moschiferus.MosMos_v2_BIUU_UCD.dna.toplevel.fa.gz,moschus_moschiferus_core_106_2/,2862.1084373971444,40921891.0,11728851.0,0.0
mus_caroli/,https://ftp.ensembl.org/pub/release-106/fasta/mus_caroli/dna/Mus_caroli.CAROLI_EIJ_v1.1.dna.toplevel.fa.gz,mus_caroli_core_106_11/,76547.16594437258,2479494.0,193444.0,27758.0
mus_musculus/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus/dna/Mus_musculus.GRCm39.dna.primary_assembly.fa.gz,mus_musculus_core_106_39/,9413559.840425532,152907494.0,59462870.0,221.0
mus_musculus_129s1svimj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_129s1svimj/dna/Mus_musculus_129s1svimj.129S1_SvImJ_v1.dna.toplevel.fa.gz,mus_musculus_129s1svimj_core_106_1/,41987.274650389176,2231224.0,236537.0,54773.0
mus_musculus_aj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_aj/dna/Mus_musculus_aj.A_J_v1.dna.toplevel.fa.gz,mus_musculus_aj_core_106_1/,75859.18041701718,3791485.0,472328.0,28597.0
mus_musculus_akrj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_akrj/dna/Mus_musculus_akrj.AKR_J_v1.dna.toplevel.fa.gz,mus_musculus_akrj_core_106_1/,65049.27898089172,2813111.0,384238.0,34083.0
mus_musculus_balbcj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_balbcj/dna/Mus_musculus_balbcj.BALB_cJ_v1.dna.toplevel.fa.gz,mus_musculus_balbcj_core_106_1/,68407.60545548401,3968973.0,414317.0,32983.0
mus_musculus_c3hhej/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_c3hhej/dna/Mus_musculus_c3hhej.C3H_HeJ_v1.dna.toplevel.fa.gz,mus_musculus_c3hhej_core_106_1/,70296.5603766417,2984041.0,443241.0,32784.0
mus_musculus_c57bl6nj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_c57bl6nj/dna/Mus_musculus_c57bl6nj.C57BL_6NJ_v1.dna.toplevel.fa.gz,mus_musculus_c57bl6nj_core_106_1/,54983.26870222801,3081923.0,438362.0,45299.0
mus_musculus_casteij/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_casteij/dna/Mus_musculus_casteij.CAST_EiJ_v1.dna.toplevel.fa.gz,mus_musculus_casteij_core_106_1/,50633.97287811726,2682334.0,379378.0,48311.0
mus_musculus_cbaj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_cbaj/dna/Mus_musculus_cbaj.CBA_J_v1.dna.toplevel.fa.gz,mus_musculus_cbaj_core_106_1/,67719.6400983654,4239055.0,468390.0,36013.0
mus_musculus_dba2j/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_dba2j/dna/Mus_musculus_dba2j.DBA_2J_v1.dna.toplevel.fa.gz,mus_musculus_dba2j_core_106_1/,59649.98842776375,3537004.0,385933.0,37461.0
mus_musculus_fvbnj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_fvbnj/dna/Mus_musculus_fvbnj.FVB_NJ_v1.dna.toplevel.fa.gz,mus_musculus_fvbnj_core_106_1/,36217.459455424854,1521257.0,161249.0,61976.0
mus_musculus_lpj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_lpj/dna/Mus_musculus_lpj.LP_J_v1.dna.toplevel.fa.gz,mus_musculus_lpj_core_106_1/,69017.79343700579,3111283.0,483942.0,34442.0
mus_musculus_nodshiltj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_nodshiltj/dna/Mus_musculus_nodshiltj.NOD_ShiLtJ_v1.dna.toplevel.fa.gz,mus_musculus_nodshiltj_core_106_1/,43521.58048148712,3402372.0,353460.0,60087.0
mus_musculus_nzohlltj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_nzohlltj/dna/Mus_musculus_nzohlltj.NZO_HlLtJ_v1.dna.toplevel.fa.gz,mus_musculus_nzohlltj_core_106_1/,45784.07044908848,2503864.0,256578.0,49204.0
mus_musculus_pwkphj/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_pwkphj/dna/Mus_musculus_pwkphj.PWK_PhJ_v1.dna.toplevel.fa.gz,mus_musculus_pwkphj_core_106_1/,84716.96883938486,6315648.0,866060.0,26578.0
mus_musculus_wsbeij/,https://ftp.ensembl.org/pub/release-106/fasta/mus_musculus_wsbeij/dna/Mus_musculus_wsbeij.WSB_EiJ_v1.dna.toplevel.fa.gz,mus_musculus_wsbeij_core_106_1/,35949.995291065716,1427126.0,194753.0,68691.0
mus_pahari/,https://ftp.ensembl.org/pub/release-106/fasta/mus_pahari/dna/Mus_pahari.PAHARI_EIJ_v1.1.dna.toplevel.fa.gz,mus_pahari_core_106_11/,129744.50785838134,5457044.0,444199.0,15298.0
mus_spicilegus/,https://ftp.ensembl.org/pub/release-106/fasta/mus_spicilegus/dna/Mus_spicilegus.MUSP714.dna.toplevel.fa.gz,mus_spicilegus_core_106_714/,66498.38874680307,12187264.0,2198966.0,0.0
mus_spretus/,https://ftp.ensembl.org/pub/release-106/fasta/mus_spretus/dna/Mus_spretus.SPRET_EiJ_v1.dna.toplevel.fa.gz,mus_spretus_core_106_1/,89871.12487003535,4757742.0,742569.0,23451.0
mustela_putorius_furo/,https://ftp.ensembl.org/pub/release-106/fasta/mustela_putorius_furo/dna/Mustela_putorius_furo.MusPutFur1.0.dna.toplevel.fa.gz,mustela_putorius_furo_core_106_1/,19395.178251206988,772159.0,44826.0,109700.0
myotis_lucifugus/,https://ftp.ensembl.org/pub/release-106/fasta/myotis_lucifugus/dna/Myotis_lucifugus.Myoluc2.0.dna.toplevel.fa.gz,myotis_lucifugus_core_106_2/,27015.828577316755,673248.0,64329.0,61131.0
myripristis_murdjan/,https://ftp.ensembl.org/pub/release-106/fasta/myripristis_murdjan/dna/Myripristis_murdjan.fMyrMur1.1.dna.primary_assembly.1.fa.gz,myripristis_murdjan_core_106_11/,42201344.0,42201344.0,42201344.0,0.0
naja_naja/,https://ftp.ensembl.org/pub/release-106/fasta/naja_naja/dna/Naja_naja.Nana_v5.dna.primary_assembly.1.fa.gz,naja_naja_core_106_5/,375026955.0,375026955.0,375026955.0,0.0
nannospalax_galili/,https://ftp.ensembl.org/pub/release-106/fasta/nannospalax_galili/dna/Nannospalax_galili.S.galili_v1.0.dna.toplevel.fa.gz,nannospalax_galili_core_106_10/,8180.5914697160315,294808.0,30355.0,201121.0
neogobius_melanostomus/,https://ftp.ensembl.org/pub/release-106/fasta/neogobius_melanostomus/dna/Neogobius_melanostomus.RGoby_Basel_V2.dna.toplevel.fa.gz,neogobius_melanostomus_core_106_2/,735878.6957478006,19396355.0,2817412.0,0.0
neolamprologus_brichardi/,https://ftp.ensembl.org/pub/release-106/fasta/neolamprologus_brichardi/dna/Neolamprologus_brichardi.NeoBri1.0.dna.toplevel.fa.gz,neolamprologus_brichardi_core_106_1/,93187.21090229695,23840500.0,4430025.0,0.0
neovison_vison/,https://ftp.ensembl.org/pub/release-106/fasta/neovison_vison/dna/Neovison_vison.NNQGG.v01.dna.toplevel.fa.gz,neovison_vison_core_106_1/,341026.4552675585,40310764.0,6814223.0,0.0
nomascus_leucogenys/,https://ftp.ensembl.org/pub/release-106/fasta/nomascus_leucogenys/dna/Nomascus_leucogenys.Nleu_3.0.dna.toplevel.fa.gz,nomascus_leucogenys_core_106_3/,13928.215649317837,458492.0,35149.0,180416.0
notamacropus_eugenii/,https://ftp.ensembl.org/pub/release-106/fasta/notamacropus_eugenii/dna/Notamacropus_eugenii.Meug_1.0.dna.toplevel.fa.gz,notamacropus_eugenii_core_106_1/,2131.3372614323707,59097.0,2563.0,609323.0
notechis_scutatus/,https://ftp.ensembl.org/pub/release-106/fasta/notechis_scutatus/dna/Notechis_scutatus.TS10Xv2-PRI.dna.toplevel.fa.gz,notechis_scutatus_core_106_2/,31776.356660434234,50921790.0,5997050.0,0.0
nothobranchius_furzeri/,https://ftp.ensembl.org/pub/release-106/fasta/nothobranchius_furzeri/dna/Nothobranchius_furzeri.Nfu_20140520.dna.primary_assembly.sgr01.fa.gz,nothobranchius_furzeri_core_106_2/,98476147.0,98476147.0,98476147.0,0.0
nothoprocta_perdicaria/,https://ftp.ensembl.org/pub/release-106/fasta/nothoprocta_perdicaria/dna/Nothoprocta_perdicaria.notPer1.dna.toplevel.fa.gz,nothoprocta_perdicaria_core_106_1/,435680.8164185837,19738582.0,3369196.0,0.0
numida_meleagris/,https://ftp.ensembl.org/pub/release-106/fasta/numida_meleagris/dna/Numida_meleagris.NumMel1.0.dna.primary_assembly.1.fa.gz,numida_meleagris_core_106_1/,194437802.0,194437802.0,194437802.0,0.0
ochotona_princeps/,https://ftp.ensembl.org/pub/release-106/fasta/ochotona_princeps/dna/Ochotona_princeps.OchPri2.0-Ens.dna.toplevel.fa.gz,ochotona_princeps_core_106_1/,2917.838843512463,168049.0,3638.0,752941.0
octodon_degus/,https://ftp.ensembl.org/pub/release-106/fasta/octodon_degus/dna/Octodon_degus.OctDeg1.0.dna.toplevel.fa.gz,octodon_degus_core_106_1/,9718.913002493227,433505.0,19847.0,252770.0
oncorhynchus_kisutch/,https://ftp.ensembl.org/pub/release-106/fasta/oncorhynchus_kisutch/dna/Oncorhynchus_kisutch.Okis_V2.dna.primary_assembly.LG1.fa.gz,oncorhynchus_kisutch_core_106_2/,76396483.0,76396483.0,76396483.0,0.0
oncorhynchus_mykiss/,https://ftp.ensembl.org/pub/release-106/fasta/oncorhynchus_mykiss/dna/Oncorhynchus_mykiss.USDA_OmykA_1.1.dna.primary_assembly.1.fa.gz,oncorhynchus_mykiss_core_106_11/,95772356.0,95772356.0,95772356.0,0.0
oncorhynchus_tshawytscha/,https://ftp.ensembl.org/pub/release-106/fasta/oncorhynchus_tshawytscha/dna/Oncorhynchus_tshawytscha.Otsh_v1.0.dna.primary_assembly.1.fa.gz,oncorhynchus_tshawytscha_core_106_1/,96198142.0,96198142.0,96198142.0,0.0
oreochromis_aureus/,https://ftp.ensembl.org/pub/release-106/fasta/oreochromis_aureus/dna/Oreochromis_aureus.ASM587006v1.dna.toplevel.fa.gz,oreochromis_aureus_core_106_1/,70954.92046946182,6936319.0,1102239.0,0.0
oreochromis_niloticus/,https://ftp.ensembl.org/pub/release-106/fasta/oreochromis_niloticus/dna/Oreochromis_niloticus.O_niloticus_UMD_NMBU.dna.primary_assembly.LG1.fa.gz,oreochromis_niloticus_core_106_3/,40673430.0,40673430.0,40673430.0,0.0
ornithorhynchus_anatinus/,https://ftp.ensembl.org/pub/release-106/fasta/ornithorhynchus_anatinus/dna/Ornithorhynchus_anatinus.mOrnAna1.p.v1.dna.primary_assembly.1.fa.gz,ornithorhynchus_anatinus_core_106_1/,186506016.0,186506016.0,186506016.0,0.0
oryctolagus_cuniculus/,https://ftp.ensembl.org/pub/release-106/fasta/oryctolagus_cuniculus/dna/Oryctolagus_cuniculus.OryCun2.0.dna.toplevel.fa.gz,oryctolagus_cuniculus_core_106_2/,30990.053662600418,561787.0,64650.0,80783.0
oryzias_javanicus/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_javanicus/dna/Oryzias_javanicus.OJAV_1.1.dna.primary_assembly.1.fa.gz,oryzias_javanicus_core_106_11/,37508772.0,37508772.0,37508772.0,0.0
oryzias_latipes/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_latipes/dna/Oryzias_latipes.ASM223467v1.dna.primary_assembly.1.fa.gz,oryzias_latipes_core_106_1/,37713152.0,37713152.0,37713152.0,0.0
oryzias_latipes_hni/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_latipes_hni/dna/Oryzias_latipes_hni.ASM223471v1.dna.primary_assembly.1.fa.gz,oryzias_latipes_hni_core_106_1/,34611496.0,34611496.0,34611496.0,0.0
oryzias_latipes_hsok/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_latipes_hsok/dna/Oryzias_latipes_hsok.ASM223469v1.dna.primary_assembly.1.fa.gz,oryzias_latipes_hsok_core_106_1/,38491639.0,38491639.0,38491639.0,0.0
oryzias_melastigma/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_melastigma/dna/Oryzias_melastigma.Om_v0.7.RACA.dna.toplevel.fa.gz,oryzias_melastigma_core_106_07/,90612.98651476401,37948421.0,23737187.0,0.0
oryzias_sinensis/,https://ftp.ensembl.org/pub/release-106/fasta/oryzias_sinensis/dna/Oryzias_sinensis.ASM858656v1.dna.toplevel.fa.gz,oryzias_sinensis_core_106_1/,11937.211544383992,7585817.0,991358.0,0.0
otolemur_garnettii/,https://ftp.ensembl.org/pub/release-106/fasta/otolemur_garnettii/dna/Otolemur_garnettii.OtoGar3.dna.toplevel.fa.gz,otolemur_garnettii_core_106_3/,11789.215823167531,447000.0,27110.0,192447.0
otus_sunia/,https://ftp.ensembl.org/pub/release-106/fasta/otus_sunia/dna/Otus_sunia.OtuSun1.0.dna.toplevel.fa.gz,otus_sunia_core_106_1/,11315.622544244941,81210816.0,18540887.0,0.0
ovis_aries/,https://ftp.ensembl.org/pub/release-106/fasta/ovis_aries/dna/Ovis_aries.Oar_v3.1.dna.toplevel.fa.gz,ovis_aries_core_106_31/,19379.906052842885,383428.0,40375.0,125067.0
ovis_aries_rambouillet/,https://ftp.ensembl.org/pub/release-106/fasta/ovis_aries_rambouillet/dna/Ovis_aries_rambouillet.Oar_rambouillet_v1.0.dna.primary_assembly.1.fa.gz,ovis_aries_rambouillet_core_106_1/,301310028.0,301310028.0,301310028.0,0.0
pan_paniscus/,https://ftp.ensembl.org/pub/release-106/fasta/pan_paniscus/dna/Pan_paniscus.panpan1.1.dna.toplevel.fa.gz,pan_paniscus_core_106_1/,22464.838112035075,647663.0,66697.0,111063.0
pan_troglodytes/,https://ftp.ensembl.org/pub/release-106/fasta/pan_troglodytes/dna/Pan_troglodytes.Pan_tro_3.0.dna.toplevel.fa.gz,pan_troglodytes_core_106_3/,43372.679940186084,10161728.0,384815.0,27775.0
panthera_leo/,https://ftp.ensembl.org/pub/release-106/fasta/panthera_leo/dna/Panthera_leo.PanLeo1.0.dna.primary_assembly.A1.fa.gz,panthera_leo_core_106_1/,150556863.0,150556863.0,150556863.0,0.0
panthera_pardus/,https://ftp.ensembl.org/pub/release-106/fasta/panthera_pardus/dna/Panthera_pardus.PanPar1.0.dna.toplevel.fa.gz,panthera_pardus_core_106_1/,9341.576195680851,240913.0,20994.0,214953.0
panthera_tigris_altaica/,https://ftp.ensembl.org/pub/release-106/fasta/panthera_tigris_altaica/dna/Panthera_tigris_altaica.PanTig1.0.dna.toplevel.fa.gz,panthera_tigris_altaica_core_106_1/,14854.87363641574,287364.0,30033.0,155553.0
papio_anubis/,https://ftp.ensembl.org/pub/release-106/fasta/papio_anubis/dna/Papio_anubis.Panubis1.0.dna.primary_assembly.1.fa.gz,papio_anubis_core_106_1/,218172882.0,218172882.0,218172882.0,0.0
